

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.40468907356262207, 0.38756564259529114]
Mention choice: None
Turn choice: None
Answer mentions: ['Darwin', 'John Reeves', 'Labor', 'Federal Court of Australia', 'Australian House of Representatives']
Answer mention types: None
---
-1.1082379817962646	None	-2.6386618614196777	In 1983 and 1984, he had communicated his interest in challenging what he saw as a dangerous push towards socialism within the Hawke Labor Government.	<--In 1983 and 1984, he had communicated his interest in challenging what he saw as a dangerous push towards socialism within the Hawke Labor Government.	wiki_689687_9	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.20887413620948792, 0.2430916279554367, 0.16862192749977112, 0.28955787420272827, 0.09134745597839355, 0.20887413620948792, 0.07570724934339523, 0.2430916279554367, 0.28332528471946716]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.30082932114601135, 0.3726366460323334]
Mention choice: None
Turn choice: None
Answer mentions: ['Hawke Labor Government']
Answer mention types: None
---
-1.1221411371231078	None	-2.671764612197876	He was narrowly defeated by the Liberal candidate Peter Toms.	<--He was narrowly defeated by the Liberal candidate Peter Toms.	wiki_5412187_6	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610694766044617, 0.1439923644065857, 0.28117042779922485, 0.06880287081003189, 0.3542690873146057, 0.23400594294071198]
Mention to answer weight: [0.2963806688785553, 0.2818303108215332, 0.08362116664648056, 0.324695885181427, 0.05281571298837662, 0.2963806688785553, 0.0003627733967732638, 0.2818303108215332, 0.11452652513980865]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3584519922733307, 0.4993657171726227]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal', 'Peter Toms']
Answer mention types: None
---
-1.140839295387268	None	-2.7162840366363525	Merv Toms won the seat for Labor at the 1956 election, while Edward Oldfield, the previous member, resigned from the Liberal Country League and held neighbouring Mount Lawley as an independent.	<--Merv Toms won the seat for Labor at the 1956 election, while Edward Oldfield, the previous member, resigned from the Liberal Country League and held neighbouring Mount Lawley as an independent.	wiki_3319753_10	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610695362091064, 0.1439923495054245, 0.28117042779922485, 0.06880280375480652, 0.3542690873146057, 0.23400592803955078]
Mention to answer weight: [0.21617507934570312, 0.21557298302650452, 0.05264616012573242, 0.22887471318244934, 0.24109052121639252, 0.21617507934570312, 0.19316864013671875, 0.21557298302650452, 0.18170137703418732]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.2999286949634552, 0.45462217926979065]
Mention choice: None
Turn choice: None
Answer mentions: ['Merv Toms', 'Edward Oldfield', 'Liberal Country League', 'Mount Lawley', 'Australian Labor Party']
Answer mention types: None
---
-1.2825474786758422	None	-3.0536844730377197	Meanwhile, for much of the 1984-87 term, the opposition Liberal-National coalition led in the polls, leading to speculation that it could regain office in 1987.	<--Meanwhile, for much of the 1984-87 term, the opposition Liberal-National coalition led in the polls, leading to speculation that it could regain office in 1987.	wiki_4748442_7	Q_4597_2
Mention to question weight: [0.28117048740386963, 0.3542691171169281, 0.19688524305820465, 0.7610695958137512, 0.1439923793077469, 0.28117048740386963, 0.0688028484582901, 0.3542691171169281, 0.23400597274303436]
Mention to answer weight: [0.35082584619522095, 0.1737859547138214, 0.22674603760242462, 0.11534514278173447, 0.11274905502796173, 0.35082584619522095, 0.06390570849180222, 0.1737859547138214, 0.18349575996398926]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.34706905484199524, 0.38022178411483765]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal National']
Answer mention types: None
---
-1.286618800163269	None	-3.063378095626831	From 1977 until 1984, with a brief break in 1982Ã¢  1983, Lewis served as secretary to the Parliamentary Liberal Party, and in 1983Ã¢  1984, to the Shadow Cabinet following the defeat of the Liberal government.	<--From 1977 until 1984, with a brief break in 1982Ã¢  1983, Lewis served as secretary to the Parliamentary Liberal Party, and in 1983Ã¢  1984, to the Shadow Cabinet following the defeat of the Liberal government.	wiki_2741990_15	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688518345355988, 0.7610695958137512, 0.1439923495054245, 0.28117042779922485, 0.06880281865596771, 0.3542690575122833, 0.23400595784187317]
Mention to answer weight: [0.4703013002872467, 0.255265474319458, 0.11938633769750595, 0.21624654531478882, 0.17060960829257965, 0.4703013002872467, 0.06543613970279694, 0.255265474319458, 0.28905993700027466]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.38243088126182556, 0.45429643988609314]
Mention choice: None
Turn choice: None
Answer mentions: ['Sandy Lewis', 'Parliamentary Liberal Party', 'Shadow Cabinet']
Answer mention types: None
---
-1.299177632331848	None	-3.093280076980591	Anderson served as campaign manager for the 1984 Liberal leadership campaign of Don Johnston, assisted with Prime Minister John Turner's 1984 campaign, and supported Paul Martin in the Liberal Party's 1990 leadership election.	<--Anderson served as campaign manager for the 1984 Liberal leadership campaign of Don Johnston, assisted with Prime Minister John Turner's 1984 campaign, and supported Paul Martin in the Liberal Party's 1990 leadership election.	wiki_4892829_6	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690873146057, 0.19688521325588226, 0.7610695362091064, 0.1439923495054245, 0.28117042779922485, 0.06880280375480652, 0.3542690873146057, 0.23400592803955078]
Mention to answer weight: [0.39525681734085083, 0.2546207904815674, 0.126998633146286, 0.2577242851257324, 0.097083181142807, 0.39525681734085083, 0.08726327121257782, 0.2546207904815674, 0.1860315352678299]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.36555981636047363, 0.4389795660972595]
Mention choice: None
Turn choice: None
Answer mentions: ['Rick Anderson', 'Paul Martin', 'Liberal Party', 'Liberal Party of Canada', 'John Turner', 'Don Johnston']
Answer mention types: None
---
-1.3518906211853028	None	-3.21878719329834	His older brother, Tom, briefly served as Premier of New South Wales from 3 January 1975 until 23 January 1976.	<--His older brother, Tom, briefly served as Premier of New South Wales from 3 January 1975 until 23 January 1976.	wiki_2741990_4	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.1741974800825119, 0.30242636799812317, 0.08105683326721191, 0.33377641439437866, 0.04381115362048149, 0.1741974800825119, 0.1719513088464737, 0.30242636799812317, 0.15564528107643127]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.38238418102264404, 0.4589161276817322]
Mention choice: None
Turn choice: None
Answer mentions: ['Tom', 'New South Wales']
Answer mention types: None
---
-1.3818873023986815	None	-3.290207862854004	In 1984 Bjelke-Petersen was created a Knight Commander of the Order of St Michael and St George (KCMG) for "services to parliamentary democracy".	<--In 1984 Bjelke-Petersen was created a Knight Commander of the Order of St Michael and St George (KCMG) for "services to parliamentary democracy".	wiki_2126475_181	Q_4597_2
Mention to question weight: [0.28117048740386963, 0.3542691171169281, 0.19688524305820465, 0.7610695958137512, 0.1439923793077469, 0.28117048740386963, 0.0688028484582901, 0.3542691171169281, 0.23400597274303436]
Mention to answer weight: [0.21840007603168488, 0.35164061188697815, 0.15886355936527252, 0.2682255506515503, 0.03177718073129654, 0.21840007603168488, 0.1261984258890152, 0.35164061188697815, 0.11159909516572952]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.27013328671455383, 0.1978437751531601]
Mention choice: None
Turn choice: None
Answer mentions: ['KCMG', 'St George', 'Bjelke Petersen']
Answer mention types: None
---
-1.394680051803589	None	-3.320666790008545	However, the 1981 redistribution made Maitland a solid Labor seat and Walsh easily defeated Toms in the state election later the same year.	<--However, the 1981 redistribution made Maitland a solid Labor seat and Walsh easily defeated Toms in the state election later the same year.	wiki_5412187_7	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.10170276463031769, 0.06972691416740417, 0.03326263651251793, 0.1328275501728058, 0.16724620759487152, 0.10170276463031769, 0.1430007368326187, 0.06972691416740417, 0.23983609676361084]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.18596746027469635, 0.3651672899723053]
Mention choice: None
Turn choice: None
Answer mentions: ['Labor', 'Maitland Technical College', 'Allan Walsh']
Answer mention types: None
---
-1.4828463220596313	None	-3.5305864810943604	For the first time since the 1984 election, the Liberal Party would have to deal with a united conservative opposition.	<--For the first time since the 1984 election, the Liberal Party would have to deal with a united conservative opposition.	wiki_711642_125	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.5983023047447205, 0.23251798748970032, 0.21490611135959625, 0.17140696942806244, 0.09433186054229736, 0.5983023047447205, 0.10552842915058136, 0.23251798748970032, 0.27412497997283936]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3904137909412384, 0.3586030900478363]
Mention choice: None
Turn choice: None
Answer mentions: ['Liberal Party', 'United Conservative Party']
Answer mention types: None
---
-1.6202113151550293	None	-3.8576459884643555	Previously an academic with strong ties to the Labor Party, Denis Murphy was first elected to state parliament at the 1983 state election to the seat of Stafford.	<--Previously an academic with strong ties to the Labor Party, Denis Murphy was first elected to state parliament at the 1983 state election to the seat of Stafford.	wiki_3988973_4	Q_4597_2
Mention to question weight: [0.28117042779922485, 0.3542690575122833, 0.19688521325588226, 0.7610695362091064, 0.1439923793077469, 0.28117042779922485, 0.0688028484582901, 0.3542690575122833, 0.23400597274303436]
Mention to answer weight: [0.30635038018226624, 0.3095720112323761, 0.15475112199783325, 0.20655691623687744, 0.15931150317192078, 0.30635038018226624, 0.18059705197811127, 0.3095720112323761, 0.2384965419769287]
Turn to question weight: [0.29445773363113403, 0.4252604842185974]
Turn to answer weight: [0.3868095576763153, 0.4588068127632141]
Mention choice: None
Turn choice: None
Answer mentions: ['Denis Murphy', 'Stafford state by-election, 1984', 'Labor Party']
Answer mention types: None
---
+++++


Expanded question: 'Tom Burns Liberal Tom Lytton Liberal Party ALP Queensland Peter Dutton Nev Warburton Peter Labor "National Right" When did Nev serve as leader of the opposition?'
Question: When did Nev serve as leader of the opposition?
9.149917602539062	Neville Nev Warburton (23 February 1932 – 5 August 2018) was an Australian politician from Queensland, who served as leader of the opposition from 1984 to 1988, and as a minister in the Goss Ministry from 1989 to 1992.	<--Neville Nev Warburton (23 February 1932 – 5 August 2018) was an Australian politician from Queensland, who served as leader of the opposition from 1984 to 1988, and as a minister in the Goss Ministry from 1989 to 1992.	N/A	Q_4597_3
