

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
Prev Dialog Mention Context: [[['Mike Cooney', 'Michael R. "Mike" Mike Cooney (born September 3, 1954) is an American administrator and Democratic Party politician who has served as the 36th Lieutenant Governor of Montana since January 2016. He previously served in the Montana House of Representatives (1977Ã¢  1981), as the Secretary of State of Montana (1989Ã¢  2001), in the Montana Senate (2003Ã¢  2011), as the President of the Montana Senate (2007Ã¢  2009) and ran unsuccessfully for Governor of Montana in 2000.'], ['Montana', 'What position Steve Bullock had worked in 1996?\nIn 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.'], ['Steve Bullock', 'What position Steve Bullock had worked in 1996?\nIn 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.'], ['State', 'What position Steve Bullock had worked in 1996?\nIn 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.']], [['Adjutant General', "Who was the running mate?\nSteve's running mate was John Walsh, the former Adjutant General of the Montana National Guard."], ['Steve Bullock', "Who was the running mate?\nSteve's running mate was John Walsh, the former Adjutant General of the Montana National Guard."], ['John Walsh', "Who was the running mate?\nSteve's running mate was John Walsh, the former Adjutant General of the Montana National Guard."], ['Montana National Guard', 'The Montana National Guard consists of the Montana Army National Guard, and the Montana Air National Guard.']], [['USDA Rural Development', 'USDA Office of Rural Development (RD) is an agency with the United States Department of Agriculture which runs programs intended to improve the economy and quality of life in rural America.'], ['Department of Agriculture', "What role John assumed in Montana?\nFrom February 2016 to November 2017, John was the state director of Montana's USDA Rural Development office for the United States Department of Agriculture."], ['Montana National Guard', 'The Montana National Guard consists of the Montana Army National Guard, and the Montana Air National Guard.'], ['John Walsh', "What role John assumed in Montana?\nFrom February 2016 to November 2017, John was the state director of Montana's USDA Rural Development office for the United States Department of Agriculture."], ['United States', "What role John assumed in Montana?\nFrom February 2016 to November 2017, John was the state director of Montana's USDA Rural Development office for the United States Department of Agriculture."]], [['Greg Gianforte', "Gregory Richard Greg Gianforte (born April 17, 1961) is an American businessman, engineer, and politician who is the U.S. Representative for Montana's at-large congressional district. On May 25, 2017, he won the special election following Rep. Ryan Zinke's resignation to become Secretary of the Interior. Greg Gianforte and his wife founded RightNow Technologies, a customer relationship management software company."], ['Charles Robison', 'Who replaced as congressional Chief of Staff?\nIn 2017, John was succeeded by Charles Robison, who had been chief of staff for Congressman Greg Gianforte.'], ['John Walsh', 'Who replaced as congressional Chief of Staff?\nIn 2017, John was succeeded by Charles Robison, who had been chief of staff for Congressman Greg Gianforte.']]]
Prev Dialog Turn Mention Types: [[{'politician', 'person', 'leader'}, {'place', 'location', 'region', 'province', 'area'}, {'leader', 'adult', 'person', 'politician', 'official', 'professional'}, {'nation', 'country', 'state', 'government', 'organization'}], [{'person', 'leader'}, {'adult', 'person', 'male'}, {'leader', 'adult', 'person', 'politician', 'male'}, {'military_service', 'group', 'organization', 'military', 'army', 'force'}], [{'authority', 'agency', 'government', 'administration', 'organization'}, {'authority', 'agency', 'government', 'administration', 'organization'}, {'military_service', 'group', 'organization', 'military', 'army', 'force'}, {'leader', 'person', 'politician', 'president', 'official'}, {'nation', 'location', 'government', 'country'}], [{'politician', 'person', 'leader'}, {'politician', 'person', 'leader'}, {'leader', 'person', 'politician', 'president', 'official'}]]
Max Answer Entities: ['Greg Gianforte', 'Greg Gianforte', 'Donald Trump Jr.', 'Mike Pence']


3.452245101928711	None	8.21963119506836	Greg Gianforte's campaign was supported by Vice President Mike Pence and Donald Trump Jr., who both stumped for Greg Gianforte in the state.	<--Greg Gianforte's campaign was supported by Vice President Mike Pence and Donald Trump Jr., who both stumped for Greg Gianforte in the state.	N/A	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.031884707510471344, 0.23403164744377136, 0.08242819458246231, 0.21434113383293152, 0.1768670678138733, 0.3554407060146332, 0.042567767202854156, 0.10071520507335663, 0.11379864066839218, 0.042567767202854156, 0.34696945548057556, 0.0506315715610981, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.17917685210704803, 0.020590728148818016, 0.16580842435359955, 0.050837378948926926, 0.13667067885398865, 0.13181692361831665, 0.19883130490779877, 0.029217762872576714, 0.11291516572237015, 0.09039750695228577, 0.029217762872576714, 0.22279740869998932, 0.040919139981269836, 0.6534607410430908, 0.13899801671504974, 0.22279740869998932]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.18475040793418884, 0.37656545639038086, 0.24059155583381653, 0.3108518421649933]
Mention choice: None
Turn choice: None
Answer mentions: ['Greg Gianforte', 'Greg Gianforte', 'Donald Trump Jr.', 'Mike Pence']
Answer mention types: None
---
2.900122518539429	None	6.905053615570068	Campaigning for Rep. Greg Gianforte  last night, he also told the crowd to  never forget about Benghazi,  painted a foreboding picture of immigrants on a  caravan  from Honduras and said  Democrats produce mobs and Republicans produce jobs.	<--Campaigning for Rep. Greg Gianforte  last night, he also told the crowd to  never forget about Benghazi,  painted a foreboding picture of immigrants on a  caravan  from Honduras and said  Democrats produce mobs and Republicans produce jobs.	news_1402084_8	Q_6437_4
Mention to question weight: [0.31834813952445984, 0.03188468515872955, 0.23403166234493256, 0.08242817968130112, 0.2143411487340927, 0.1768670529127121, 0.3554407060146332, 0.04256775975227356, 0.10071520507335663, 0.11379861831665039, 0.04256775975227356, 0.3469693958759308, 0.05063158646225929, 0.7145090103149414, 0.3631000816822052, 0.3469693958759308]
Mention to answer weight: [0.2776784300804138, 0.05244997516274452, 0.19139999151229858, 0.0543147511780262, 0.14119432866573334, 0.15197159349918365, 0.22309598326683044, 0.1260766088962555, 0.07917272299528122, 0.11009949445724487, 0.1260766088962555, 0.215188130736351, 0.07292912155389786, 0.6787005066871643, 0.20409756898880005, 0.215188130736351]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.1375928521156311, 0.2116328775882721, 0.1962081342935562, 0.19671007990837097]
Mention choice: None
Turn choice: None
Answer mentions: ['Benghazi', 'Honduras', 'Republicans', 'Greg Gianforte', 'Democrats']
Answer mention types: None
---
2.7685827255249023	None	6.591863632202148	And on Thursday night, Republican Greg Gianforte bested Rob Quist, another Democrat for whom Sanders campaigned, in a nationally watched House race in Montana.	<--And on Thursday night, Republican Greg Gianforte bested Rob Quist, another Democrat for whom Sanders campaigned, in a nationally watched House race in Montana.	news_405592_10	Q_6437_4
Mention to question weight: [0.31834807991981506, 0.031884707510471344, 0.23403166234493256, 0.08242820203304291, 0.21434111893177032, 0.17686709761619568, 0.3554407060146332, 0.042567797005176544, 0.10071520507335663, 0.11379864811897278, 0.042567797005176544, 0.3469694256782532, 0.05063161253929138, 0.7145090103149414, 0.36310014128685, 0.3469694256782532]
Mention to answer weight: [0.16779446601867676, 0.16078732907772064, 0.10960641503334045, 0.025147872045636177, 0.020188067108392715, 0.08940678089857101, 0.16896873712539673, -0.00993682723492384, 0.05229351669549942, 0.0061876168474555016, -0.00993682723492384, 0.16227006912231445, 0.017297204583883286, 0.5000400543212891, 0.1251474767923355, 0.16227006912231445]
Turn to question weight: [0.1786632090806961, 0.4609636068344116, 0.3122141361236572, 0.34697845578193665]
Turn to answer weight: [0.1292165219783783, 0.3234511613845825, 0.2229350507259369, 0.27192163467407227]
Mention choice: None
Turn choice: None
Answer mentions: ['Republican', 'Montana', 'Sanders', 'House', 'Greg Gianforte', 'Democrat', 'Rob Quist']
Answer mention types: None
---
2.7033019924163817	None	6.4364333152771	Greg Gianforte is campaigning throughout Montana ahead of a May 25 special election to fill Montana's single congressional seat.	<--Greg Gianforte is campaigning throughout Montana ahead of a May 25 special election to fill Montana's single congressional seat.	news_396010_2	Q_6437_4
Mention to question weight: [0.31834810972213745, 0.03188471496105194, 0.23403166234493256, 0.0824282243847847, 0.2143411934375763, 0.17686708271503448, 0.3554407060146332, 0.04256778955459595, 0.10071519017219543, 0.11379865556955338, 0.04256778955459595, 0.34696945548057556, 0.050631605088710785, 0.7145090103149414, 0.36310014128685, 0.34696945548057556]
Mention to answer weight: [0.14548631012439728, 0.22484710812568665, 0.11413171887397766, 0.026375019922852516, 0.06850918382406235, 0.059488583356142044, 0.09913717210292816, 0.12620899081230164, 0.13340498507022858, 0.11135538667440414, 0.12620899081230164, 0.12334086745977402, 0.04100961238145828, 0.6282777786254883, 0.021263698115944862, 0.12334086745977402]
