

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
-2.6831612586975098	During the 1950s and early 1960s, he continued writing Westerns, publishing more than 30 short stories.	<--During the 1950s and early 1960s, he continued writing Westerns, publishing more than 30 short stories.	wiki_718060_15	Q_3358_3
-2.6853394508361816	Toots Shor's Restaurant was a restaurant and lounge owned and operated by Bernard "Toots" Shor at 51 West 51st Street in Manhattan during the 1940s and 1950s.	<--Toots Shor's Restaurant was a restaurant and lounge owned and operated by Bernard "Toots" Shor at 51 West 51st Street in Manhattan during the 1940s and 1950s.	wiki_4623899_0	Q_3358_3
-2.818528652191162	Kirkwood Jr. also won the Ozark Open in 1950 and defeated Sam Snead to win the 1951 Blue Ribbon Open in Milwaukee, Wisconsin.	<--Kirkwood Jr. also won the Ozark Open in 1950 and defeated Sam Snead to win the 1951 Blue Ribbon Open in Milwaukee, Wisconsin.	wiki_4618767_7	Q_3358_3
-2.8765416145324707	In the mid 1950s, Pasternak and Sam Katz set up the independent production company Euterpe, which, until Pasternak's retirement in 1968, produced 16 films distributed by MGM; among them musicals with Elvis Presley, Doris Day and Connie Francis.	<--In the mid 1950s, Pasternak and Sam Katz set up the independent production company Euterpe, which, until Pasternak's retirement in 1968, produced 16 films distributed by MGM; among them musicals with Elvis Presley, Doris Day and Connie Francis.	wiki_4655804_14	Q_3358_3
-2.9003164768218994	Gambling was no longer the only attraction by the 1950s; the biggest stars of films and music like Frank Sinatra, Dean Martin, Sammy Davis, Jr., Peter Lawford, Andy Williams, Liberace, Bing Crosby, Carol Channing, and others performed in intimate settings and brought a whole new brigade of Hollywood film stars and others in the entertainment business to the city.	<--Gambling was no longer the only attraction by the 1950s; the biggest stars of films and music like Frank Sinatra, Dean Martin, Sammy Davis, Jr., Peter Lawford, Andy Williams, Liberace, Bing Crosby, Carol Channing, and others performed in intimate settings and brought a whole new brigade of Hollywood film stars and others in the entertainment business to the city.	wiki_4576952_5	Q_3358_3
-2.9450995922088623	Arenas opened the 1950 football season by throwing three touchdown passes in a 33-7 win over Nebraska Wesleyan.	<--Arenas opened the 1950 football season by throwing three touchdown passes in a 33-7 win over Nebraska Wesleyan.	wiki_1089430_20	Q_3358_3
-3.0145084857940674	It was the most popular night club of the 1950s.	<--It was the most popular night club of the 1950s.	wiki_2934917_1	Q_3358_3
-3.0587849617004395	Inline stores, such as Barker Brothers Furniture, Kimo's Polynesian Shop, F.W. Woolworth and a Von's-Shopping Bag Supermarket, opened during 1964.	<--Inline stores, such as Barker Brothers Furniture, Kimo's Polynesian Shop, F.W. Woolworth and a Von's-Shopping Bag Supermarket, opened during 1964.	wiki_2623489_6	Q_3358_3
-3.3181023597717285	The film earned an estimated $2,350,000 at the U.S. box office in 1950.	<--The film earned an estimated $2,350,000 at the U.S. box office in 1950.	wiki_790683_230	Q_3358_3
-3.4882218837738037	In 1950 through 1960, the high school boys baseball (Class B) state tournaments were held at the baseball diamond.	<--In 1950 through 1960, the high school boys baseball (Class B) state tournaments were held at the baseball diamond.	wiki_227441_23	Q_3358_3
-3.56687331199646	In the 1950s, the Plylers also ran an amusement park and a wildlife show.	<--In the 1950s, the Plylers also ran an amusement park and a wildlife show.	wiki_5155682_10	Q_3358_3
-3.5792036056518555	By the mid to late 1950s, many restaurateurs had begun to copy, and in some cases, steal Beach's theme, food and cocktails.	<--By the mid to late 1950s, many restaurateurs had begun to copy, and in some cases, steal Beach's theme, food and cocktails.	wiki_2049917_19	Q_3358_3
-3.581374406814575	In 1950, Bergeron opened a Trader Vic's location in Hawaii and in 1951 at 20 Cosmo Place in San Francisco.	<--In 1950, Bergeron opened a Trader Vic's location in Hawaii and in 1951 at 20 Cosmo Place in San Francisco.	wiki_2153079_10	Q_3358_3
-3.6672286987304688	During the early 1950s, Scott was a consistent box-office draw.	<--During the early 1950s, Scott was a consistent box-office draw.	wiki_3811082_14	Q_3358_3
-3.6809444427490234	In the late 1950s and early 1960s, the Miranti brothers of American Homes, built a number of large family home developments in the Las Vegas vicinity.	<--In the late 1950s and early 1960s, the Miranti brothers of American Homes, built a number of large family home developments in the Las Vegas vicinity.	wiki_4576952_116	Q_3358_3
-3.7077815532684326	1950̢  51.	<--1950̢  51.	wiki_4576952_7	Q_3358_3
-3.722813844680786	The Dunes was the 10th resort on The Strip, which opened on 23 May 1955.	<--The Dunes was the 10th resort on The Strip, which opened on 23 May 1955.	wiki_4576952_86	Q_3358_3
-3.8843445777893066	The Riviera, a nine storied building then the tallest in Las Vegas opened 20 April 20, 1955.	<--The Riviera, a nine storied building then the tallest in Las Vegas opened 20 April 20, 1955.	wiki_4576952_84	Q_3358_3
-3.953336000442505	Tiki restaurants enjoyed a tremendous burst of fad popularity in the 1940s and 50s and there were several Don the Beachcomber restaurants across the country.	<--Tiki restaurants enjoyed a tremendous burst of fad popularity in the 1940s and 50s and there were several Don the Beachcomber restaurants across the country.	wiki_4478529_20	Q_3358_3
-3.9820775985717773	1939 to 1950.	<--1939 to 1950.	wiki_2040603_24	Q_3358_3
-3.9892544746398926	A Columbia Pictures actor in the early 1940s, Crane opened the Luau, a popular celebrity restaurant, in 1953 and established a successful 25-year career in the restaurant industry.	<--A Columbia Pictures actor in the early 1940s, Crane opened the Luau, a popular celebrity restaurant, in 1953 and established a successful 25-year career in the restaurant industry.	wiki_1547052_1	Q_3358_3
-4.047391891479492	An International Tennis Federation (ITF) proposal to introduce Open tennis lost by five votes in 1960, but became a reality in 1968.	<--An International Tennis Federation (ITF) proposal to introduce Open tennis lost by five votes in 1960, but became a reality in 1968.	wiki_5093893_3	Q_3358_3
-4.075098037719727	When Bane became CEO there were 156 stores in 15 states.	<--When Bane became CEO there were 156 stores in 15 states.	wiki_3097278_22	Q_3358_3
-4.088776111602783	[[Category:Films set in the 1950s]]	<--[[Category:Films set in the 1950s]]	wiki_790683_368	Q_3358_3
-4.10417366027832	In the 1950s, the tribe was one of several that came under termination pressure by the United States Congress.	<--In the 1950s, the tribe was one of several that came under termination pressure by the United States Congress.	wiki_2002872_48	Q_3358_3
-4.204439640045166	Over 8 million people were visiting Las Vegas annually in 1954, pumping $200 million into casinos, which consolidated its image as "wild, full of late-night, exotic entertainment".	<--Over 8 million people were visiting Las Vegas annually in 1954, pumping $200 million into casinos, which consolidated its image as "wild, full of late-night, exotic entertainment".	wiki_4576952_2	Q_3358_3
-4.237399101257324	Post-WWII (1940s and 1950s).	<--Post-WWII (1940s and 1950s).	wiki_1932959_125	Q_3358_3
-4.2881927490234375	From 50 to more than 100 people, many of whom were tourists, were present at the restaurant at the time of the shooting.	<--From 50 to more than 100 people, many of whom were tourists, were present at the restaurant at the time of the shooting.	wiki_4916244_11	Q_3358_3
-4.296222686767578	Tiki rode a wave of popularity in the late 1950s and early 1960s marked by the entrance of Hawaii as the 50th state in 1959 and the introduction of tiki bars and restaurants around the continental United States.	<--Tiki rode a wave of popularity in the late 1950s and early 1960s marked by the entrance of Hawaii as the 50th state in 1959 and the introduction of tiki bars and restaurants around the continental United States.	wiki_2049917_58	Q_3358_3
-4.298120498657227	In 1960s and 1970s, up to 30,000 or more people attended the Independence Day Celebration on July 4 at the park, including a Carnival of rides.	<--In 1960s and 1970s, up to 30,000 or more people attended the Independence Day Celebration on July 4 at the park, including a Carnival of rides.	wiki_227441_24	Q_3358_3
-4.341610908508301	Prior to 1950, national championships were chosen by a variety of selectors, and in the 1980s, Alabama claimed the 1934 championship as one of its now 16 national championships.	<--Prior to 1950, national championships were chosen by a variety of selectors, and in the 1980s, Alabama claimed the 1934 championship as one of its now 16 national championships.	wiki_4228593_89	Q_3358_3
-4.371174335479736	As Thousands Cheer, by Irving Berlin and Moss Hart, opened Sept 30, 1933 at the Music Box Theater and closed Sept 8, 1934, with 400 performances by the Charles Weidman dancers Letitia Ide and Jose Limon with William Matons and others.	<--As Thousands Cheer, by Irving Berlin and Moss Hart, opened Sept 30, 1933 at the Music Box Theater and closed Sept 8, 1934, with 400 performances by the Charles Weidman dancers Letitia Ide and Jose Limon with William Matons and others.	wiki_3494527_26	Q_3358_3
-4.4037628173828125	Las Vegas Park was opened on 4 September 1953 with horse racing events, which lasted for only 13 days.	<--Las Vegas Park was opened on 4 September 1953 with horse racing events, which lasted for only 13 days.	wiki_4576952_51	Q_3358_3
-4.419310569763184	By 1954, over 8 million people were visiting Las Vegas yearly pumping $200 million into casinos.	<--By 1954, over 8 million people were visiting Las Vegas yearly pumping $200 million into casinos.	wiki_4576952_53	Q_3358_3
-4.446063995361328	It was used until the late fifties, whereas the "Big" circuit was the venue for the famous International Wakefield Trophy car races which were held annually from 1949 to 1954.	<--It was used until the late fifties, whereas the "Big" circuit was the venue for the famous International Wakefield Trophy car races which were held annually from 1949 to 1954.	wiki_4549196_17	Q_3358_3
-4.490635395050049	Comfort participated in numerous studio dates in the late 1950s and early 1960s, with such luminaries as Sammy Davis, Jr., Benny Carter and Nancy Wilson.	<--Comfort participated in numerous studio dates in the late 1950s and early 1960s, with such luminaries as Sammy Davis, Jr., Benny Carter and Nancy Wilson.	wiki_1347814_2	Q_3358_3
-4.527230262756348	Nevada's legal gaming as well as the paradoxical increased scrutiny by local and federal law enforcement in these other locales during the 1950s made their demise inevitable.	<--Nevada's legal gaming as well as the paradoxical increased scrutiny by local and federal law enforcement in these other locales during the 1950s made their demise inevitable.	wiki_4576952_14	Q_3358_3
-4.528751850128174	The Moulin Rouge, Las Vegas, the first racially integrated hotel was opened on 24 May 24, 1955.	<--The Moulin Rouge, Las Vegas, the first racially integrated hotel was opened on 24 May 24, 1955.	wiki_4576952_87	Q_3358_3
-4.544992446899414	Brosmer's publication work during the late 1950s includes appearances in "Modern Man" (October 1956, cover); "Photoplay" (April 1958, cover); and "Rogue" (July 1958 and February 1959, covers).	<--Brosmer's publication work during the late 1950s includes appearances in "Modern Man" (October 1956, cover); "Photoplay" (April 1958, cover); and "Rogue" (July 1958 and February 1959, covers).	wiki_1308408_25	Q_3358_3
